payment_id,customer_id,benchmark_case,payment_amount_usd,matched_invoice_ids,applied_amount_usd,residual_amount_usd,status,match_method,confidence,exception_code,reason,is_duplicate_record,route_code,assigned_team
NET-P009-07,NET-C009,CURRENCY_TOLERANCE,5771.16,NET-I009-08,5245.92,525.24,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P010-03,NET-C010,OVERPAYMENT,4495.8,NET-I010-03,4370.8,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P005-07,ORA-C005,CURRENCY_TOLERANCE,4684.13,ORA-I005-08,4258.69,425.44,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P008-07,ORA-C008,CURRENCY_TOLERANCE,5415.47,ORA-I008-08,4923.97,491.5,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P002-06,SAP-C002,MISSING_REMITTANCE,3599.69,,0.0,3599.69,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P008-03,SAP-C008,OVERPAYMENT,4169.02,SAP-I008-03,4044.02,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P015-07,SAP-C015,CURRENCY_TOLERANCE,6499.22,SAP-I015-08,5907.91,591.31,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P018-06,SAP-C018,MISSING_REMITTANCE,6020.66,,0.0,6020.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P003-09,NET-C003,UNMATCHED_CASH,4084.2,,0.0,4084.2,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P012-06,NET-C012,MISSING_REMITTANCE,5361.19,,0.0,5361.19,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P015-03,NET-C015,OVERPAYMENT,5152.94,NET-I015-03,5027.94,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P016-07,NET-C016,CURRENCY_TOLERANCE,6741.0,NET-I016-08,6127.72,613.28,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P018-01-DUP,NET-C018,DUPLICATE_PAYMENT,5098.04,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
NET-P018-09,NET-C018,UNMATCHED_CASH,5652.18,,0.0,5652.18,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P003-09,ORA-C003,UNMATCHED_CASH,3875.96,,0.0,3875.96,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P010-07,ORA-C010,CURRENCY_TOLERANCE,5546.03,ORA-I010-08,5042.77,503.26,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P012-06,ORA-C012,MISSING_REMITTANCE,5230.75,,0.0,5230.75,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P015-06,ORA-C015,MISSING_REMITTANCE,5484.66,,0.0,5484.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P006-09,SAP-C006,UNMATCHED_CASH,4240.85,,0.0,4240.85,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P010-03,SAP-C010,OVERPAYMENT,4103.78,SAP-I010-03,3978.78,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P010-09,SAP-C010,UNMATCHED_CASH,4792.4,,0.0,4792.4,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P011-03,SAP-C011,OVERPAYMENT,4349.46,SAP-I011-03,4224.46,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P012-03,SAP-C012,OVERPAYMENT,4558.58,SAP-I012-03,4433.58,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P014-06,SAP-C014,MISSING_REMITTANCE,5513.79,,0.0,5513.79,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P002-07,NET-C002,CURRENCY_TOLERANCE,4572.95,NET-I002-08,4157.66,415.29,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P009-01-DUP,NET-C009,DUPLICATE_PAYMENT,3491.95,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
NET-P011-03,NET-C011,OVERPAYMENT,4317.7,NET-I011-03,4192.7,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P011-09,NET-C011,UNMATCHED_CASH,4800.42,,0.0,4800.42,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P005-03,ORA-C005,OVERPAYMENT,3526.08,ORA-I005-03,3401.08,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P008-03,ORA-C008,OVERPAYMENT,4213.61,ORA-I008-03,4088.61,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P013-09,ORA-C013,UNMATCHED_CASH,5128.78,,0.0,5128.78,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P004-03,SAP-C004,OVERPAYMENT,3660.46,SAP-I004-03,3535.46,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P009-01-DUP,SAP-C009,DUPLICATE_PAYMENT,3465.32,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
SAP-P011-09,SAP-C011,UNMATCHED_CASH,4885.32,,0.0,4885.32,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P017-03,SAP-C017,OVERPAYMENT,4922.2,SAP-I017-03,4797.2,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
